vlookup,SO2,PM10,PM2.5,8h_Avg_WHO,8h_Avg_NS,C0_8h_Avg,NO2,AQI
Ajman12062023,2.512083333333333,,,31.94874999999999,31.94874999999999,1.0325,53.75,53.75
Ajman12072023,2.1641666666666666,,,25.06374999999999,25.06374999999999,1.05125,20.73,25.06374999999999
Ajman12082023,2.4779166666666668,,,21.21249999999999,21.21249999999999,0.3112499999999999,28.32,28.32
Ajman12092023,2.9170833333333337,,,16.463749999999994,16.463749999999994,0.455,22.0,22.0
Ajman12102023,6.108750000000001,,,23.211249999999996,23.211249999999996,2.045,36.32,36.32
Ajman12112023,2.0191666666666666,,,17.136249999999993,17.136249999999993,2.12875,45.27,45.27
Ajman12122023,2.7745833333333336,64.47,15.076666666666668,17.99374999999999,17.99374999999999,2.315,52.92,64.47
Ajman13012023,1.8416666666666668,25.18208333333333,7.670000000000001,18.44875,18.44875,0.82875,32.77,32.77
Ajman13022023,1.5104166666666667,41.1625,15.66125,12.424999999999995,12.424999999999995,1.52625,38.23,41.1625
Ajman13032023,2.28625,41.58708333333333,13.30125,8.129999999999995,8.129999999999995,0.34875,42.26,42.26
Ajman13042023,2.1729166666666666,57.897083333333335,18.2,,,0.3199999999999999,34.17,57.897083333333335
Ajman13052023,2.3579166666666667,,,31.0175,31.0175,0.93875,36.02,36.02
Ajman13062023,2.3766666666666665,,,33.287499999999994,33.287499999999994,0.9325,56.77,56.77
Ajman13072023,2.2154166666666666,,,41.68625,41.68625,1.29875,18.39,41.68625
Ajman13082023,2.5625,,,17.97999999999999,17.97999999999999,0.3225,28.96,28.96
Ajman13092023,2.9737500000000003,,,18.193749999999994,18.193749999999994,0.6587500000000001,22.31,22.31
Ajman13102023,6.097916666666666,,,28.918749999999992,28.918749999999992,1.825,37.0,37.0
Ajman13112023,2.17125,,,,,2.245,44.52,44.52
Ajman13122023,2.69,74.75,15.284583333333332,22.40124999999999,22.40124999999999,2.30125,42.82,74.75
Ajman14012023,1.84375,17.5075,5.634583333333333,30.38875,30.38875,0.865,13.68,30.38875
Ajman14022023,1.7425,47.94708333333333,18.464583333333334,10.06625,10.06625,1.3450000000000002,45.49,47.94708333333333
Ajman14032023,2.07,17.38375,7.445,22.69,22.69,0.35375,10.02,22.69
Ajman14042023,2.037619047619048,43.76565217391305,16.492608695652173,,,0.2775,12.48,43.76565217391305
Ajman14052023,2.3808333333333334,,,26.45625,26.45625,0.98625,39.79,39.79
Ajman14062023,2.2329166666666667,,,42.98374999999999,42.98374999999999,0.9025,42.98,42.98374999999999
Ajman14072023,2.214583333333333,,,38.88249999999999,38.88249999999999,1.50375,23.63,38.88249999999999
Ajman14082023,2.7100000000000004,,,24.989999999999995,24.989999999999995,0.56125,24.21,24.989999999999995
Ajman14092023,3.1629166666666664,,,44.25375,44.25375,0.93375,7.85,44.25375
Ajman14102023,6.102083333333333,,,26.609999999999992,26.609999999999992,1.76875,32.43,32.43
Ajman14112023,2.262083333333333,,,,,2.12875,45.08,45.08
Ajman14122023,2.52125,54.78791666666667,8.589583333333334,13.957499999999994,13.957499999999994,2.1225,47.99,54.78791666666667
Ajman15012023,1.89375,20.90833333333333,6.878333333333333,22.435,22.435,1.13875,19.3,22.435
Ajman15022023,1.94625,42.895,16.201666666666664,13.35375,13.35375,1.3525,59.39,59.39
Ajman15032023,2.174583333333333,15.18875,7.637916666666666,17.838749999999994,17.838749999999994,0.77,35.11,35.11
Ajman15042023,2.0729166666666665,31.210416666666664,10.9825,69.52181999999999,69.52181999999999,0.2312499999999999,18.39,69.52181999999999
Ajman15052023,2.3441666666666667,,,38.5925,38.5925,1.03625,39.86,39.86
Ajman15062023,2.2216666666666667,,,46.47374999999999,46.47374999999999,0.945,27.81,46.47374999999999
Ajman15072023,2.189583333333333,,,21.098749999999992,21.098749999999992,0.90375,25.36,25.36
Ajman15082023,2.6633333333333336,,,21.597499999999997,21.597499999999997,0.78625,19.86,21.597499999999997
Ajman15092023,3.0595833333333338,,,32.12499999999999,32.12499999999999,0.7949999999999999,11.04,32.12499999999999
Ajman15102023,6.142083333333333,,,26.864999999999995,26.864999999999995,2.09625,33.96,33.96
Ajman15112023,2.0941666666666667,,,,,1.82875,39.02,39.02
Ajman15122023,2.544166666666667,37.94,6.879583333333334,42.34499999999999,42.34499999999999,1.75125,3.33,42.34499999999999
Ajman16012023,2.0241666666666664,23.299166666666665,8.642083333333334,17.083750000000002,17.083750000000002,2.12625,41.56,41.56
Ajman16022023,1.8425,37.348333333333336,13.762083333333337,14.91625,14.91625,1.09375,38.57,38.57
Ajman16032023,2.27375,17.937916666666666,8.02875,12.983749999999995,12.983749999999995,0.7275,41.1,41.1
Ajman16042023,2.10875,16.15791666666667,7.342083333333334,43.82844,43.82844,,34.09,43.82844
Ajman16052023,2.3554166666666667,,,43.0425,43.0425,1.07875,35.15,43.0425
Ajman16062023,2.2066666666666666,,,41.005,41.005,1.12375,23.16,41.005
Ajman16072023,2.183333333333333,,,20.848749999999992,20.848749999999992,0.6425000000000001,27.88,27.88
Ajman16082023,2.5591666666666666,,,22.514999999999997,22.514999999999997,0.34375,35.2,35.2
Ajman16092023,3.080833333333333,,,33.169999999999995,33.169999999999995,0.78375,7.67,33.169999999999995
Ajman16102023,6.141666666666667,,,38.57499999999999,38.57499999999999,1.78375,20.51,38.57499999999999
Ajman16112023,2.0425,,,15.719999999999992,15.719999999999992,1.9775,32.65,32.65
Ajman16122023,2.7175,70.67083333333333,17.622916666666665,13.379999999999992,13.379999999999992,2.1675,33.23,70.67083333333333
Ajman17012023,2.091666666666667,22.1525,9.10375,9.465000000000002,9.465000000000002,1.74,41.28,41.28
Ajman17022023,1.9275,27.784166666666664,14.4575,34.3675,34.3675,1.2125,17.18,34.3675
Ajman17032023,2.005,19.201666666666668,8.371666666666668,44.7775,44.7775,0.3075,6.33,44.7775
Ajman17042023,2.128695652173913,18.30125,6.831666666666667,98.78119,98.78119,,3.35,98.78119
Ajman17052023,2.629166666666667,,,38.55624999999999,38.55624999999999,1.18625,31.75,38.55624999999999
Ajman17062023,2.3075,,,46.26125,46.26125,0.96125,37.41,46.26125
Ajman17072023,2.1945833333333336,,,52.34249999999999,52.34249999999999,1.00375,42.95,52.34249999999999
Ajman17082023,2.4833333333333334,,,18.297499999999992,18.297499999999992,0.125,16.05,18.297499999999992
Ajman17092023,3.1,,,47.46999999999999,47.46999999999999,0.7925000000000001,6.94,47.46999999999999
Ajman17102023,6.171250000000001,,,15.986249999999997,15.986249999999997,1.5875,40.49,40.49
Ajman17112023,2.0258333333333334,,,27.91624999999999,27.91624999999999,2.09625,6.13,27.91624999999999
Ajman17122023,2.69125,78.26625,23.43125,14.893749999999994,14.893749999999994,2.29625,34.71,78.26625
Ajman18012023,1.8670833333333332,8.37625,5.81375,38.760000000000005,38.760000000000005,1.30625,5.13,38.760000000000005
Ajman18022023,1.7291666666666667,22.082083333333333,12.134583333333332,39.74,39.74,1.0975,5.09,39.74
Ajman18032023,2.08,13.175,6.499583333333334,31.205,31.205,0.26375,32.52,32.52
Ajman18042023,2.2029166666666664,14.012083333333337,4.953333333333333,43.34124999999999,43.34124999999999,,31.57,43.34124999999999
Ajman18052023,2.5379166666666664,,,20.57875,20.57875,1.0125,44.83,44.83
Ajman18062023,2.307916666666667,,,60.32124999999999,60.32124999999999,0.8575,18.22,60.32124999999999
Ajman18072023,2.224166666666666,,,39.68499999999999,39.68499999999999,1.465,17.21,39.68499999999999
Ajman18082023,2.5308333333333333,,,20.242499999999996,20.242499999999996,0.83375,14.63,20.242499999999996
Ajman18092023,3.593571428571429,,,41.6275,41.6275,0.8550000000000001,4.47,41.6275
Ajman18102023,6.149583333333333,,,40.59374999999999,40.59374999999999,1.61875,49.7,49.7
Ajman18112023,2.1416666666666666,,,13.868749999999991,13.868749999999991,2.4275,35.0,35.0
Ajman18122023,2.8120833333333333,81.64083333333333,26.3075,9.833749999999997,9.833749999999997,2.56,43.52,81.64083333333333
Ajman19012023,5.2,12.014583333333334,5.953749999999999,,,1.6662499999999998,4.98,12.014583333333334
Ajman19022023,1.7658333333333334,10.30625,6.743333333333333,46.6075,46.6075,0.92875,5.53,46.6075
Ajman19032023,2.22375,14.549166666666666,6.278333333333333,23.125,23.125,0.23875,40.35,40.35
Ajman19042023,2.24,17.85375,6.330416666666667,,,0.4937499999999999,59.98,59.98
Ajman19052023,2.497916666666667,,,22.092499999999998,22.092499999999998,1.2125,61.56,61.56
Ajman19062023,2.377391304347826,,,56.84125,56.84125,0.6749999999999999,23.65,56.84125
Ajman19072023,2.2625,,,40.32874999999999,40.32874999999999,3.2325,25.82,40.32874999999999
Ajman19082023,2.5529166666666665,,,24.984999999999992,24.984999999999992,1.2525,10.35,24.984999999999992
Ajman19092023,5.838823529411765,,,,,,,5.838823529411765
Ajman19102023,6.166666666666667,,,29.833749999999995,29.833749999999995,1.7525,32.96,32.96
Ajman19112023,1.88375,,,,,2.555,39.07,39.07
Ajman19122023,2.66125,70.2325,17.40458333333333,17.44749999999999,17.44749999999999,2.5275,41.19,70.2325
Ajman20012023,1.3091666666666668,14.1575,5.700833333333333,15.010000000000002,15.010000000000002,1.215,53.6,53.6
Ajman20022023,1.8695833333333327,9.005833333333333,6.18125,48.16875,48.16875,0.8612500000000001,4.8,48.16875
Ajman20032023,2.8125,32.709583333333335,9.12,11.724999999999996,11.724999999999996,0.6175,40.88,40.88
Ajman20042023,2.2025,7.780416666666666,3.8404166666666666,54.58749999999999,54.58749999999999,0.37375,23.03,54.58749999999999
Ajman20052023,2.518333333333333,,,25.493749999999995,25.493749999999995,1.16875,64.15,64.15
Ajman20062023,2.119166666666666,,,44.98125,44.98125,0.57875,34.77,44.98125
Ajman20072023,2.309047619047619,,,35.787499999999994,35.787499999999994,5.2325,15.32,35.787499999999994
Ajman20082023,2.5941666666666667,,,29.884999999999994,29.884999999999994,1.30625,8.34,29.884999999999994
Ajman20092023,5.7370833333333335,,,27.568749999999994,27.568749999999994,0.37625,22.82,27.568749999999994
Ajman20102023,6.175,,,28.33124999999999,28.33124999999999,1.82125,35.83,35.83
Ajman20112023,2.16,179.04176470588234,17.106470588235293,,,2.4850000000000003,,179.04176470588234
Ajman20122023,2.8425,62.64333333333334,15.542916666666663,17.896249999999995,17.896249999999995,2.9275,43.99,62.64333333333334
Ajman21012023,1.211666666666667,12.984583333333331,4.53125,21.01375,21.01375,0.85875,32.1,32.1
Ajman21022023,1.7695238095238093,10.372916666666669,6.899166666666666,,,0.89875,17.87,17.87
Ajman21032023,1.8990909090909087,31.292916666666667,9.5525,,,,59.09,59.09
Ajman21042023,2.2275,14.7675,5.701666666666667,51.61874999999999,51.61874999999999,0.5325,44.55,51.61874999999999
Ajman21052023,1.9565217391304348,,,28.399999999999995,28.399999999999995,0.70125,11.73,28.399999999999995
Ajman21062023,2.052083333333333,,,33.021249999999995,33.021249999999995,0.6074999999999999,52.16,52.16
Ajman21072023,2.2825,,,35.14249999999999,35.14249999999999,0.16375,8.23,35.14249999999999
Ajman21082023,2.6025,,,21.90749999999999,21.90749999999999,1.2825000000000002,17.14,21.90749999999999
Ajman21092023,5.740416666666667,,,29.082499999999992,29.082499999999992,0.5850000000000001,31.44,31.44
Ajman21102023,6.1883333333333335,,,28.382499999999997,28.382499999999997,2.0675,18.48,28.382499999999997
Ajman21112023,2.3545833333333333,124.62083333333334,11.32625,28.76749999999999,28.76749999999999,2.66875,21.87,124.62083333333334
Ajman21122023,2.7433333333333336,52.23041666666666,10.154166666666669,13.306249999999997,13.306249999999997,3.0475,49.73,52.23041666666666
Ajman22012023,1.225,11.495,4.279583333333334,25.165,25.165,0.92,32.74,32.74
Ajman22022023,1.76875,14.234166666666669,7.040833333333333,19.475,19.475,0.43,38.72,38.72
Ajman22032023,1.37,12.90375,3.87875,,,0.29125,5.08,12.90375
Ajman22042023,2.2470833333333333,13.0,5.232916666666667,54.24249999999999,54.24249999999999,0.32125,39.5,54.24249999999999
Ajman22052023,1.7591666666666663,,,20.895,20.895,0.54375,32.71,32.71
Ajman22062023,2.0175,,,36.99249999999999,36.99249999999999,0.7949999999999999,36.84,36.99249999999999
Ajman22072023,2.2958333333333334,,,20.949999999999992,20.949999999999992,,9.67,20.949999999999992
Ajman22082023,2.692916666666666,,,14.263749999999993,14.263749999999993,1.5187499999999998,17.29,17.29
Ajman22092023,5.810416666666666,,,30.131249999999994,30.131249999999994,0.8887499999999999,24.84,30.131249999999994
Ajman22102023,6.222916666666666,,,27.131249999999994,27.131249999999994,1.7899999999999998,11.48,27.131249999999994
Ajman22112023,2.3525,144.01666666666668,12.385416666666666,23.04375,23.04375,3.08125,43.04,144.01666666666668
Ajman22122023,3.044166666666667,51.151250000000005,8.660416666666666,9.822499999999993,9.822499999999993,2.955,40.26,51.151250000000005
Ajman23012023,1.2270833333333333,16.625,6.074166666666667,29.041250000000005,29.041250000000005,0.92,18.75,29.041250000000005
Ajman23022023,1.8845833333333333,30.41583333333333,12.1875,9.2325,9.2325,0.68625,56.34,56.34
Ajman23032023,1.621904761904762,10.051363636363636,3.488636363636364,,,0.1249999999999999,3.75,10.051363636363636
Ajman23042023,2.3408333333333333,7.845416666666666,2.807916666666667,39.8025,39.8025,0.43875,48.49,48.49
Ajman23052023,1.7481818181818185,,,21.16625,21.16625,0.6262500000000001,37.98,37.98
Ajman23062023,2.03125,,,50.33749999999999,50.33749999999999,0.8837499999999999,17.95,50.33749999999999
Ajman23072023,2.241739130434783,,,24.656249999999996,24.656249999999996,0.525,6.32,24.656249999999996
Ajman23082023,2.7416666666666667,,,26.097499999999997,26.097499999999997,1.79625,17.23,26.097499999999997
Ajman23092023,5.885833333333333,,,21.55125,21.55125,0.68875,29.97,29.97
Ajman23102023,6.294545454545454,,,22.002499999999998,22.002499999999998,1.885,29.65,29.65
Ajman23112023,2.4033333333333333,118.355,12.129583333333334,25.09124999999999,25.09124999999999,2.6275,8.34,118.355
Ajman23122023,2.8666666666666667,53.11041666666667,10.001666666666669,12.246249999999993,12.246249999999993,3.00375,35.16,53.11041666666667
Ajman24012023,1.21375,15.091666666666669,5.499583333333334,27.04125,27.04125,1.02125,28.87,28.87
Ajman24022023,2.06,66.1775,23.845,7.41375,7.41375,0.80625,65.72,66.1775
