vlookup,SO2,PM10,PM2.5,8h_Avg_WHO,8h_Avg_NS,C0_8h_Avg,NO2
Ajman04122023,2.7754166666666666,66.30458333333333,13.442916666666667,13.219999999999994,13.219999999999994,2.54625,41.11
Ajman05012023,1.76625,51.584583333333335,17.28708333333333,27.83,27.83,0.5987499999999999,20.76
Ajman05022023,1.5062499999999999,31.479583333333334,12.087916666666667,20.15,20.15,1.2662499999999999,40.71
Ajman05032023,2.234166666666667,17.006666666666664,7.980833333333333,30.775,30.775,0.57125,51.97
Ajman05042023,2.07875,17.29375,6.900833333333334,37.07993999999999,37.07993999999999,0.5275,36.72
Ajman05052023,2.2483333333333335,,,35.16374999999999,35.16374999999999,0.8437499999999999,35.35
Ajman05062023,2.3445833333333335,,,17.6775,17.6775,0.665,65.45
Ajman05072023,2.1666666666666665,,,40.333749999999995,40.333749999999995,1.0174999999999998,20.67
Ajman05082023,2.4058333333333333,,,25.199999999999992,25.199999999999992,0.24500000000000002,9.72
Ajman05092023,2.813333333333333,,,39.61874999999999,39.61874999999999,0.6025,10.77
Ajman05102023,6.1025,,,20.378749999999993,20.378749999999993,1.68625,30.5
Ajman05112023,1.8154166666666667,,,21.562499999999993,21.562499999999993,1.9275,24.38
Ajman05122023,2.876666666666667,53.48291666666666,11.977083333333333,15.522499999999994,15.522499999999994,2.505,55.46
Ajman06012023,1.7474999999999998,11.619166666666667,5.01,19.95375,19.95375,0.935,27.46
Ajman06022023,1.5108333333333333,41.027499999999996,15.054583333333333,11.598749999999999,11.598749999999999,1.58375,39.87
Ajman06032023,2.3220833333333335,35.43833333333333,10.389999999999999,20.439999999999998,20.439999999999998,,52.5
Ajman06042023,2.120833333333333,19.50583333333333,6.9175,,,0.895,47.21
Ajman06052023,2.29125,,,44.647499999999994,44.647499999999994,1.0825,8.15
Ajman06062023,2.1579166666666665,,,16.03249999999999,16.03249999999999,,51.88
Ajman06072023,2.19125,,,61.41749999999999,61.41749999999999,1.265,17.08
Ajman06082023,2.4741666666666666,,,18.741249999999994,18.741249999999994,0.1175,10.89
Ajman06092023,2.8654166666666665,,,27.494999999999994,27.494999999999994,0.7350000000000001,7.28
Ajman06102023,5.997083333333333,,,27.87749999999999,27.87749999999999,1.6475,20.27
Ajman06112023,1.8620833333333333,,,17.491249999999994,17.491249999999994,1.9612500000000002,28.13
Ajman06122023,2.845833333333333,70.57083333333334,17.9925,11.647499999999992,11.647499999999992,2.2800000000000002,54.14
Ajman07012023,1.8129166666666665,4.74875,3.2770833333333336,19.28625,19.28625,1.055,18.35
Ajman07022023,1.5129166666666667,73.26083333333334,27.845416666666665,10.997500000000002,10.997500000000002,1.3775,33.46
Ajman07032023,2.390416666666667,35.64833333333333,13.845833333333333,20.227499999999996,20.227499999999996,0.7162499999999999,72.66
Ajman07042023,2.1504166666666666,12.555833333333332,5.577500000000001,,,1.0462500000000001,40.49
Ajman07052023,2.3070833333333334,,,61.41124999999999,61.41124999999999,1.1324999999999998,5.49
Ajman07062023,2.375,,,44.86125,44.86125,0.45625,25.79
Ajman07072023,2.1545833333333335,,,33.62249999999999,33.62249999999999,1.83375,15.81
Ajman07082023,2.48,,,11.914999999999992,11.914999999999992,0.17625000000000002,30.54
Ajman07092023,2.8695833333333334,,,21.982499999999995,21.982499999999995,0.64375,15.5
Ajman07102023,6.3500000000000005,,,27.348749999999995,27.348749999999995,1.72,21.9
Ajman07112023,1.8425,,,19.804999999999993,19.804999999999993,2.065,35.88
Ajman07122023,2.920833333333333,54.68833333333333,8.834583333333333,13.572499999999991,13.572499999999991,2.38375,48.05
Ajman08012023,1.825,8.388333333333334,4.117083333333333,11.54375,11.54375,1.61375,32.96
Ajman08022023,1.4929166666666667,45.19583333333333,18.585,9.398750000000001,9.398750000000001,1.05375,35.7
Ajman08032023,2.455,33.6,12.825000000000001,20.322499999999998,20.322499999999998,0.785,71.91
Ajman08042023,2.09125,11.470833333333333,5.3325000000000005,40.024739999999994,40.024739999999994,0.9325,32.74
Ajman08052023,2.4079166666666665,,,39.20624999999999,39.20624999999999,1.4225,44.11
Ajman08062023,2.28875,,,50.559999999999995,50.559999999999995,0.68125,31.98
Ajman08072023,2.1475,,,24.32624999999999,24.32624999999999,2.085,19.59
Ajman08082023,2.6245833333333333,,,31.389999999999993,31.389999999999993,0.84875,21.33
Ajman08092023,2.8354166666666667,,,18.37749999999999,18.37749999999999,0.22750000000000004,25.31
Ajman08102023,6.01125,,,26.994999999999994,26.994999999999994,1.2987499999999998,32.9
Ajman08112023,1.8820833333333333,,,23.08749999999999,23.08749999999999,2.125,45.35
Ajman08122023,2.9783333333333335,67.41875,10.23625,13.901249999999992,13.901249999999992,2.29625,45.05
Ajman09012023,1.9129166666666668,28.00375,9.91625,13.5575,13.5575,1.6912500000000001,41.43
Ajman09022023,1.5416666666666667,25.304583333333337,12.480833333333335,41.943749999999994,41.943749999999994,0.81875,7.12
Ajman09032023,2.275,60.90208333333334,16.117916666666666,9.399999999999995,9.399999999999995,0.3175,52.77
Ajman09042023,2.1579166666666665,14.863750000000001,5.857916666666667,44.12291999999999,44.12291999999999,1.05,27.39
Ajman09052023,2.7062500000000003,,,14.658749999999992,14.658749999999992,1.02375,51.93
Ajman09062023,2.395,,,39.339999999999996,39.339999999999996,0.5075,64.25
Ajman09072023,2.1837500000000003,,,37.832499999999996,37.832499999999996,1.21375,25.22
Ajman09082023,2.672083333333333,,,45.39374999999999,45.39374999999999,0.9762500000000001,20.67
Ajman09092023,2.9658333333333338,,,21.80249999999999,21.80249999999999,0.445,24.28
Ajman09102023,6.1187499999999995,,,9.872499999999993,9.872499999999993,1.78375,35.11
Ajman09112023,1.9883333333333333,,,17.273749999999993,17.273749999999993,2.06625,30.04
Ajman09122023,2.95125,75.01875,15.168750000000001,20.668749999999992,20.668749999999992,2.1525,51.47
Ajman10012023,1.7616666666666667,27.655416666666667,12.778333333333334,20.18625,20.18625,1.18,27.94
Ajman10022023,1.4513636363636364,8.501739130434782,6.1378260869565215,,,,6.11
Ajman10032023,2.1329166666666666,38.788333333333334,11.017083333333334,18.775,18.775,,26.57
Ajman10042023,2.2783333333333333,22.305833333333336,9.417916666666667,,,,51.68
Ajman10052023,2.5675,,,16.218749999999993,16.218749999999993,,39.4
Ajman10062023,2.3983333333333334,,,29.696249999999996,29.696249999999996,,63.91
Ajman10072023,2.19875,,,43.86499999999999,43.86499999999999,1.2249999999999999,16.59
Ajman10082023,2.540833333333333,,,22.14249999999999,22.14249999999999,0.25125,39.69
Ajman10092023,3.080416666666667,,,31.96624999999999,31.96624999999999,0.64375,18.99
Ajman10102023,6.024583333333333,,,40.707499999999996,40.707499999999996,1.69625,6.82
Ajman10112023,1.98625,,,14.209999999999994,14.209999999999994,1.83625,38.35
Ajman10122023,3.0725,70.25666666666667,13.683750000000002,20.569999999999993,20.569999999999993,2.5025,59.09
Ajman11012023,1.8304166666666666,10.544166666666667,5.370833333333334,44.60875,44.60875,0.88625,5.49
Ajman11022023,1.4945833333333332,10.878750000000002,6.535833333333334,18.92125,18.92125,0.95875,30.02
Ajman11032023,2.3375,40.952083333333334,11.846666666666666,12.226249999999997,12.226249999999997,,45.49
Ajman11042023,2.23,23.628333333333334,10.043750000000001,,,0.42624999999999996,49.93
Ajman11052023,2.6283333333333334,,,7.573749999999995,7.573749999999995,,43.14
Ajman11062023,2.5033333333333334,,,38.5975,38.5975,0.76875,52.87
Ajman11072023,2.12875,,,18.52499999999999,18.52499999999999,0.87375,26.32
Ajman11082023,2.5741666666666667,,,40.949999999999996,40.949999999999996,0.47375,30.64
Ajman11092023,2.964166666666667,,,21.911249999999995,21.911249999999995,0.69875,14.82
Ajman11102023,6.03375,,,43.04499999999999,43.04499999999999,1.8487500000000001,20.25
Ajman11112023,2.0904166666666666,,,,,2.28375,40.71
Ajman11122023,2.8854166666666665,73.45666666666666,12.575000000000001,24.05374999999999,24.05374999999999,2.05125,29.32
Ajman12012023,1.8879166666666667,31.250416666666666,10.185833333333333,13.978750000000002,13.978750000000002,1.1400000000000001,37.61
Ajman12022023,1.56375,30.834999999999997,12.7875,20.259999999999998,20.259999999999998,1.3025,49.35
Ajman12032023,2.34625,31.786666666666665,11.185,27.108749999999993,27.108749999999993,0.39125000000000004,38.43
Ajman12042023,2.1479166666666667,43.55625,16.39375,22.62587999999999,22.62587999999999,,40.37
Ajman12052023,2.597916666666667,,,29.418749999999996,29.418749999999996,0.49124999999999996,33.32
Ajman12062023,2.5120833333333334,,,31.94874999999999,31.94874999999999,1.0325,53.75
Ajman12072023,2.1641666666666666,,,25.06374999999999,25.06374999999999,1.05125,20.73
Ajman12082023,2.4779166666666668,,,21.21249999999999,21.21249999999999,0.31124999999999997,28.32
Ajman12092023,2.9170833333333337,,,16.463749999999994,16.463749999999994,0.455,22.0
Ajman12102023,6.108750000000001,,,23.211249999999993,23.211249999999993,2.045,36.32
Ajman12112023,2.0191666666666666,,,17.136249999999993,17.136249999999993,2.12875,45.27
Ajman12122023,2.7745833333333336,64.47,15.076666666666668,17.99374999999999,17.99374999999999,2.315,52.92
Ajman13012023,1.8416666666666668,25.182083333333335,7.670000000000001,18.44875,18.44875,0.82875,32.77
Ajman13022023,1.5104166666666667,41.1625,15.66125,12.424999999999997,12.424999999999997,1.52625,38.23
Ajman13032023,2.28625,41.58708333333333,13.301250000000001,8.129999999999995,8.129999999999995,0.34875,42.26
Ajman13042023,2.1729166666666666,57.897083333333335,18.2,,,0.31999999999999995,34.17
Ajman13052023,2.3579166666666667,,,31.0175,31.0175,0.93875,36.02
Ajman13062023,2.3766666666666665,,,33.287499999999994,33.287499999999994,0.9324999999999999,56.77
Ajman13072023,2.2154166666666666,,,41.686249999999994,41.686249999999994,1.29875,18.39
Ajman13082023,2.5625,,,17.97999999999999,17.97999999999999,0.3225,28.96
Ajman13092023,2.9737500000000003,,,18.193749999999994,18.193749999999994,0.6587500000000001,22.31
Ajman13102023,6.097916666666666,,,28.918749999999992,28.918749999999992,1.825,37.0
Ajman13112023,2.17125,,,,,2.245,44.52
Ajman13122023,2.69,74.75,15.284583333333332,22.40124999999999,22.40124999999999,2.3012499999999996,42.82
Ajman14012023,1.84375,17.5075,5.634583333333333,30.38875,30.38875,0.865,13.68
Ajman14022023,1.7425,47.94708333333333,18.464583333333334,10.06625,10.06625,1.3450000000000002,45.49
Ajman14032023,2.07,17.38375,7.445,22.689999999999998,22.689999999999998,0.35375,10.02
Ajman14042023,2.0376190476190477,43.76565217391305,16.492608695652173,,,0.2775,12.48
Ajman14052023,2.3808333333333334,,,26.456249999999997,26.456249999999997,0.98625,39.79
Ajman14062023,2.2329166666666667,,,42.983749999999986,42.983749999999986,0.9025,42.98
Ajman14072023,2.214583333333333,,,38.88249999999999,38.88249999999999,1.50375,23.63
Ajman14082023,2.7100000000000004,,,24.989999999999995,24.989999999999995,0.56125,24.21
Ajman14092023,3.1629166666666664,,,44.25375,44.25375,0.93375,7.85
Ajman14102023,6.102083333333333,,,26.609999999999992,26.609999999999992,1.76875,32.43
Ajman14112023,2.2620833333333334,,,,,2.12875,45.08
Ajman14122023,2.5212499999999998,54.78791666666667,8.589583333333334,13.957499999999994,13.957499999999994,2.1225,47.99
Ajman15012023,1.89375,20.908333333333335,6.878333333333333,22.435000000000002,22.435000000000002,1.13875,19.3
Ajman15022023,1.94625,42.895,16.201666666666664,13.35375,13.35375,1.3525,59.39
Ajman15032023,2.174583333333333,15.18875,7.6379166666666665,17.838749999999994,17.838749999999994,0.77,35.11
Ajman15042023,2.0729166666666665,31.210416666666664,10.9825,69.52181999999999,69.52181999999999,0.23124999999999998,18.39
Ajman15052023,2.3441666666666667,,,38.592499999999994,38.592499999999994,1.03625,39.86
Ajman15062023,2.2216666666666667,,,46.47374999999999,46.47374999999999,0.945,27.81
Ajman15072023,2.189583333333333,,,21.098749999999992,21.098749999999992,0.90375,25.36
Ajman15082023,2.6633333333333336,,,21.597499999999993,21.597499999999993,0.78625,19.86
Ajman15092023,3.0595833333333338,,,32.12499999999999,32.12499999999999,0.7949999999999999,11.04
Ajman15102023,6.142083333333333,,,26.864999999999995,26.864999999999995,2.09625,33.96
Ajman15112023,2.0941666666666667,,,,,1.82875,39.02
Ajman15122023,2.544166666666667,37.94,6.879583333333334,42.344999999999985,42.344999999999985,1.75125,3.33
Ajman16012023,2.0241666666666664,23.299166666666665,8.642083333333334,17.083750000000002,17.083750000000002,2.1262499999999998,41.56
Ajman16022023,1.8425,37.348333333333336,13.762083333333335,14.91625,14.91625,1.09375,38.57
Ajman16032023,2.27375,17.937916666666666,8.02875,12.983749999999997,12.983749999999997,0.7275,41.1
Ajman16042023,2.10875,16.15791666666667,7.342083333333334,43.82844,43.82844,,34.09
Ajman16052023,2.3554166666666667,,,43.0425,43.0425,1.0787499999999999,35.15
Ajman16062023,2.2066666666666666,,,41.004999999999995,41.004999999999995,1.12375,23.16
Ajman16072023,2.183333333333333,,,20.848749999999992,20.848749999999992,0.6425000000000001,27.88
Ajman16082023,2.5591666666666666,,,22.514999999999993,22.514999999999993,0.34375,35.2
Ajman16092023,3.080833333333333,,,33.169999999999995,33.169999999999995,0.78375,7.67
Ajman16102023,6.141666666666667,,,38.57499999999999,38.57499999999999,1.78375,20.51
Ajman16112023,2.0425,,,15.719999999999992,15.719999999999992,1.9775,32.65
Ajman16122023,2.7175,70.67083333333333,17.622916666666665,13.379999999999992,13.379999999999992,2.1675,33.23
Ajman17012023,2.091666666666667,22.1525,9.10375,9.465000000000002,9.465000000000002,1.74,41.28
Ajman17022023,1.9275,27.784166666666664,14.457500000000001,34.3675,34.3675,1.2125000000000001,17.18
Ajman17032023,2.005,19.201666666666668,8.371666666666668,44.777499999999996,44.777499999999996,0.3075,6.33
Ajman17042023,2.128695652173913,18.30125,6.831666666666667,98.78119,98.78119,,3.35
Ajman17052023,2.629166666666667,,,38.55624999999999,38.55624999999999,1.18625,31.75
Ajman17062023,2.3075,,,46.26125,46.26125,0.9612499999999999,37.41
Ajman17072023,2.1945833333333336,,,52.34249999999999,52.34249999999999,1.0037500000000001,42.95
Ajman17082023,2.4833333333333334,,,18.297499999999992,18.297499999999992,0.125,16.05
Ajman17092023,3.1,,,47.46999999999999,47.46999999999999,0.7925000000000001,6.94
Ajman17102023,6.171250000000001,,,15.986249999999995,15.986249999999995,1.5875,40.49
Ajman17112023,2.0258333333333334,,,27.91624999999999,27.91624999999999,2.09625,6.13
Ajman17122023,2.69125,78.26625,23.431250000000002,14.893749999999994,14.893749999999994,2.29625,34.71
Ajman18012023,1.8670833333333334,8.37625,5.81375,38.760000000000005,38.760000000000005,1.3062500000000001,5.13
Ajman18022023,1.7291666666666667,22.082083333333333,12.134583333333333,39.74,39.74,1.0975000000000001,5.09
Ajman18032023,2.08,13.174999999999999,6.499583333333334,31.205,31.205,0.26375000000000004,32.52
Ajman18042023,2.2029166666666664,14.012083333333335,4.953333333333333,43.34124999999999,43.34124999999999,,31.57
Ajman18052023,2.5379166666666664,,,20.578749999999996,20.578749999999996,1.0125,44.83
Ajman18062023,2.307916666666667,,,60.32124999999999,60.32124999999999,0.8575,18.22
Ajman18072023,2.2241666666666666,,,39.68499999999999,39.68499999999999,1.465,17.21
Ajman18082023,2.5308333333333333,,,20.242499999999993,20.242499999999993,0.83375,14.63
Ajman18092023,3.593571428571429,,,41.6275,41.6275,0.8550000000000001,4.47
Ajman18102023,6.149583333333333,,,40.59374999999999,40.59374999999999,1.61875,49.7
Ajman18112023,2.1416666666666666,,,13.868749999999993,13.868749999999993,2.4275,35.0
Ajman18122023,2.8120833333333333,81.64083333333333,26.3075,9.833749999999995,9.833749999999995,2.5599999999999996,43.52
Ajman19012023,5.2,12.014583333333334,5.953749999999999,,,1.6662499999999998,4.98
Ajman19022023,1.7658333333333334,10.30625,6.743333333333333,46.6075,46.6075,0.92875,5.53
Ajman19032023,2.22375,14.549166666666666,6.278333333333333,23.125,23.125,0.23875000000000002,40.35
Ajman19042023,2.2399999999999998,17.85375,6.330416666666667,,,0.49374999999999997,59.98
Ajman19052023,2.497916666666667,,,22.092499999999994,22.092499999999994,1.2125,61.56
Ajman19062023,2.377391304347826,,,56.841249999999995,56.841249999999995,0.6749999999999999,23.65
Ajman19072023,2.2625,,,40.32874999999999,40.32874999999999,3.2325,25.82
Ajman19082023,2.5529166666666665,,,24.984999999999992,24.984999999999992,1.2525,10.35
Ajman19092023,5.838823529411765,,,,,,
Ajman19102023,6.166666666666667,,,29.833749999999995,29.833749999999995,1.7525,32.96
Ajman19112023,1.88375,,,,,2.5549999999999997,39.07
Ajman19122023,2.66125,70.2325,17.40458333333333,17.44749999999999,17.44749999999999,2.5275,41.19
Ajman20012023,1.3091666666666668,14.1575,5.700833333333333,15.010000000000002,15.010000000000002,1.215,53.6
Ajman20022023,1.8695833333333332,9.005833333333333,6.1812499999999995,48.16875,48.16875,0.8612500000000001,4.8
Ajman20032023,2.8125,32.709583333333335,9.12,11.724999999999996,11.724999999999996,0.6175,40.88
Ajman20042023,2.2025,7.7804166666666665,3.8404166666666666,54.58749999999999,54.58749999999999,0.37375,23.03
Ajman20052023,2.5183333333333335,,,25.493749999999995,25.493749999999995,1.16875,64.15
Ajman20062023,2.1191666666666666,,,44.981249999999996,44.981249999999996,0.57875,34.77
Ajman20072023,2.309047619047619,,,35.787499999999994,35.787499999999994,5.2325,15.32
Ajman20082023,2.5941666666666667,,,29.884999999999994,29.884999999999994,1.30625,8.34
Ajman20092023,5.7370833333333335,,,27.568749999999994,27.568749999999994,0.37625000000000003,22.82
Ajman20102023,6.175,,,28.33124999999999,28.33124999999999,1.82125,35.83
Ajman20112023,2.16,179.04176470588234,17.106470588235293,,,2.4850000000000003,
Ajman20122023,2.8425,62.64333333333334,15.542916666666665,17.896249999999995,17.896249999999995,2.9275,43.99
Ajman21012023,1.2116666666666667,12.984583333333333,4.53125,21.01375,21.01375,0.85875,32.1
Ajman21022023,1.7695238095238093,10.372916666666667,6.899166666666666,,,0.89875,17.87
Ajman21032023,1.8990909090909092,31.292916666666667,9.5525,,,,59.09
Ajman21042023,2.2275,14.7675,5.701666666666667,51.61874999999999,51.61874999999999,0.5325,44.55
Ajman21052023,1.9565217391304348,,,28.399999999999995,28.399999999999995,0.70125,11.73
Ajman21062023,2.0520833333333335,,,33.021249999999995,33.021249999999995,0.6074999999999999,52.16
Ajman21072023,2.2825,,,35.14249999999999,35.14249999999999,0.16375,8.23
Ajman21082023,2.6025,,,21.90749999999999,21.90749999999999,1.2825000000000002,17.14
Ajman21092023,5.740416666666667,,,29.082499999999992,29.082499999999992,0.5850000000000001,31.44
Ajman21102023,6.1883333333333335,,,28.382499999999993,28.382499999999993,2.0675,18.48
Ajman21112023,2.3545833333333333,124.62083333333334,11.32625,28.76749999999999,28.76749999999999,2.66875,21.87
Ajman21122023,2.7433333333333336,52.23041666666666,10.154166666666667,13.306249999999995,13.306249999999995,3.0475,49.73
Ajman22012023,1.2249999999999999,11.495,4.279583333333334,25.165,25.165,0.9199999999999999,32.74
Ajman22022023,1.76875,14.234166666666667,7.040833333333333,19.475,19.475,0.43,38.72
Ajman22032023,1.37,12.90375,3.87875,,,0.29125,5.08
Ajman22042023,2.2470833333333333,13.0,5.232916666666667,54.24249999999999,54.24249999999999,0.32125,39.5
Ajman22052023,1.7591666666666665,,,20.894999999999996,20.894999999999996,0.54375,32.71
Ajman22062023,2.0175,,,36.99249999999999,36.99249999999999,0.7949999999999999,36.84
Ajman22072023,2.2958333333333334,,,20.949999999999992,20.949999999999992,,9.67
Ajman22082023,2.6929166666666666,,,14.263749999999993,14.263749999999993,1.5187499999999998,17.29
Ajman22092023,5.810416666666666,,,30.131249999999994,30.131249999999994,0.8887499999999999,24.84
Ajman22102023,6.222916666666666,,,27.131249999999994,27.131249999999994,1.7899999999999998,11.48
Ajman22112023,2.3525,144.01666666666668,12.385416666666666,23.043749999999996,23.043749999999996,3.08125,43.04
Ajman22122023,3.044166666666667,51.151250000000005,8.660416666666666,9.822499999999993,9.822499999999993,2.955,40.26
Ajman23012023,1.2270833333333333,16.625,6.074166666666667,29.041250000000005,29.041250000000005,0.92,18.75
Ajman23022023,1.8845833333333333,30.415833333333335,12.1875,9.2325,9.2325,0.68625,56.34
Ajman23032023,1.621904761904762,10.051363636363636,3.4886363636363638,,,0.12499999999999999,3.75
Ajman23042023,2.3408333333333333,7.845416666666666,2.807916666666667,39.802499999999995,39.802499999999995,0.43875,48.49
Ajman23052023,1.7481818181818183,,,21.166249999999998,21.166249999999998,0.6262500000000001,37.98
Ajman23062023,2.03125,,,50.33749999999999,50.33749999999999,0.8837499999999999,17.95
Ajman23072023,2.241739130434783,,,24.656249999999993,24.656249999999993,0.525,6.32
Ajman23082023,2.7416666666666667,,,26.097499999999993,26.097499999999993,1.7962500000000001,17.23
Ajman23092023,5.885833333333333,,,21.551249999999996,21.551249999999996,0.68875,29.97
Ajman23102023,6.294545454545454,,,22.002499999999994,22.002499999999994,1.8849999999999998,29.65
Ajman23112023,2.4033333333333333,118.355,12.129583333333334,25.09124999999999,25.09124999999999,2.6275,8.34
Ajman23122023,2.8666666666666667,53.11041666666667,10.001666666666667,12.246249999999993,12.246249999999993,3.0037499999999997,35.16
Ajman24012023,1.2137499999999999,15.091666666666667,5.499583333333334,27.041249999999998,27.041249999999998,1.02125,28.87
Ajman24022023,2.06,66.1775,23.845,7.41375,7.41375,0.80625,65.72
Ajman24032023,1.9416666666666667,7.322500000000001,3.5191666666666666,69.25187999999999,69.25187999999999,0.3825,3.61
Ajman24042023,4.172083333333333,4.0512500000000005,0.515,22.88374999999999,22.88374999999999,0.58125,54.52
Ajman24052023,1.8426086956521741,,,19.151249999999997,19.151249999999997,0.8300000000000001,39.06
Ajman24062023,2.0554166666666664,,,58.44249999999999,58.44249999999999,0.68125,27.92
Ajman24072023,2.2713043478260873,,,20.088749999999994,20.088749999999994,0.32375,10.0
Ajman24082023,2.7695833333333333,,,34.93124999999999,34.93124999999999,2.3287500000000003,7.15
Ajman24092023,5.73875,,,23.653749999999995,23.653749999999995,,41.7
Ajman24102023,1.6431578947368422,,,23.573749999999993,23.573749999999993,1.93875,22.94
Ajman24112023,2.4608333333333334,103.6375,11.372083333333334,18.829999999999995,18.829999999999995,2.66875,43.07
Ajman24122023,2.8295833333333333,66.58958333333334,11.84375,13.019999999999992,13.019999999999992,3.1174999999999997,44.6
Ajman25012023,1.2395833333333333,14.685833333333333,5.680416666666667,27.468750000000004,27.468750000000004,1.08125,21.01
Ajman25022023,1.7866666666666668,51.05291666666667,20.41875,16.417499999999997,16.417499999999997,0.35,46.16
Ajman25032023,1.9783333333333333,15.143333333333333,4.536666666666666,28.466399999999997,28.466399999999997,0.59375,34.91
Ajman25042023,2.2937499999999997,16.78708333333333,9.232916666666666,25.83499999999999,25.83499999999999,0.4525,66.35
Ajman25052023,1.9275,,,26.18875,26.18875,1.3075,51.33
Ajman25062023,2.0541666666666667,,,58.394999999999996,58.394999999999996,0.32249999999999995,26.74
Ajman25072023,2.2395833333333335,,,22.64624999999999,22.64624999999999,0.2175,15.41
Ajman25082023,2.9683333333333333,,,6.123749999999992,6.123749999999992,0.9375,8.2
Ajman25092023,5.829999999999999,,,11.498749999999992,11.498749999999992,,40.2
Ajman25102023,1.73625,,,16.63499999999999,16.63499999999999,1.80375,32.83
Ajman25112023,2.484166666666667,162.72916666666666,13.772083333333333,17.422499999999992,17.422499999999992,2.955,26.76
